Scenario - DPT
Logfile written - 08/23/2016 16:43:50

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

11111111	1	Response	3	67295	67129	1
11111111	4	Response	1	96974	22310	1
11111111	7	Response	1	119533	15203	1
11111111	10	Response	1	149052	22056	1
11111111	13	Response	1	166252	9757	1
11111111	16	Response	2	180012	6351	1
11111111	19	Response	1	194251	6757	1
11111111	22	Response	2	210491	8831	1
11111111	25	Response	1	226971	8978	1
11111111	28	Response	1	239610	5284	1
11111111	31	Response	1	254169	7177	1
11111111	34	Response	2	266729	5070	1
11111111	37	Response	2	282809	8651	1
11111111	40	Response	2	297688	7530	1
11111111	43	Response	2	311528	6371	1
11111111	46	Response	1	324488	5498	1
11111111	49	Response	1	338807	6817	1
11111111	52	Response	2	351367	5211	1
11111111	55	Response	1	364726	5903	1
11111111	58	Response	1	380566	8410	1
11111111	61	Response	1	394246	6258	1
11111111	64	Response	1	406485	4830	1
11111111	67	Response	2	422325	8337	1
11111111	70	Response	2	436884	7063	1
11111111	73	Response	1	450724	6404	1
11111111	76	Response	2	465124	6971	1
11111111	79	Response	2	483523	11037	1
11111111	82	Response	1	499123	8137	1
11111111	85	Response	1	514482	7997	1
11111111	88	Response	2	530162	8177	1
11111111	91	Response	2	549841	12190	1
11111111	92	Response	3	1414697	864713	1
11111111	95	Response	2	1430696	8570	1
11111111	98	Response	1	1443576	5450	1
11111111	101	Response	2	1457256	6297	1
11111111	104	Response	1	1473735	9110	1
11111111	107	Response	2	1488695	7571	1
11111111	110	Response	2	1502614	6490	1
11111111	113	Response	2	1516374	6250	1
11111111	116	Response	1	1528934	5144	1
11111111	119	Response	2	1546453	10163	1
11111111	122	Response	2	1558293	4337	1
11111111	125	Response	1	1571413	5624	1
11111111	128	Quit		1591732	12944
